Clinic Name,Street Address,City,State,ZIP Code,X,Y,Last Updated,Clinic Website,Phone Number,Volume Ordered,Order Date,Federal Allocation,Open Data Link
Giant Eagle Pharmacy-43,155 Towne Centre Blvd,Wexford,Pennsylvania,15090,-80.054427,40.631601,4/13/2021,https://www.gianteagle.com/covidvaccine,724-934-0201,,,Yes,
Giant Eagle Pharmacy-45,9805 McKnight Road,Pittsburgh,Pennsylvania,15237,-80.037468,40.585762,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-46,344 Goucher St.,Johnstown,Pennsylvania,15905,-78.931659,40.292309,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-47,100 Settlers Ridge Center Dr,Pittsburgh,Pennsylvania,15205,-80.152732,40.441906,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-470,881 Hills Plz,Ebensburg,Pennsylvania,15931,-78.758999,40.469103,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-4706,3701 Route 88,Finleyville,Pennsylvania,15332,-80.001412,40.254314,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-471,475 Ben Franklin Rd S,Indiana,Pennsylvania,15701,-79.191387,40.614027,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-482,7 Cottonwood Street,Northern Cambria,Pennsylvania,15714,-78.783121,40.661349,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-483,CRANBERRY MALL,Cranberry Twp,Pennsylvania,16066,-80.115075,40.7011099,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-487,100 Sugar Run Rd.,Waynesburg,Pennsylvania,15370,-80.169809,39.894338,4/13/2021,https://www.gianteagle.com/covidvaccine,724-627-5456,,,Yes,
Giant Eagle Pharmacy-494,800  McKeesport Road,Elizabeth,Pennsylvania,15037,-79.877165,40.277371,4/13/2021,https://www.gianteagle.com/covidvaccine,412-384-3939,,,Yes,
Giant Eagle Pharmacy-495,289 State Route 288,Ellwood City,Pennsylvania,16117,-80.258556,40.846442,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-5103,2611 Freeport Rd.,Pittsburgh,Pennsylvania,15238,-79.838606,40.537244,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-5104,2840 Washington Road,Canonsburg,Pennsylvania,15317,-80.097297,40.302978,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-52,132 Ben Avon Heights Road,Pittsburgh,Pennsylvania,15237,-80.070186,40.522822,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-53,300 Tri County Ln,Belle Vernon,Pennsylvania,15012,-79.841498,40.137108,4/13/2021,https://www.gianteagle.com/covidvaccine,724-929-3789,,,Yes,
Giant Eagle Pharmacy-54,1606 North Center Avenue,Somerset,Pennsylvania,15501,-79.075141,40.036322,4/13/2021,https://www.gianteagle.com/covidvaccine,814-443-0544,,,Yes,
Giant Eagle Pharmacy-60,4010 Monroeville Boulevard,Monroeville,Pennsylvania,15146,-79.772119,40.435903,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-61,2021 Wharton Ave.,Pittsburgh,Pennsylvania,15203,-79.977105,40.4267627,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-62,111 West Madison Street,Rochester,Pennsylvania,15074,-80.288504,40.70235,4/13/2021,https://www.gianteagle.com/covidvaccine,724-775-1820,,,Yes,
Giant Eagle Pharmacy-63,Murray Ave. & Loretta St.,Pittsburgh,Pennsylvania,15217,-79.92887,40.42193,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-6379,420 E. Waterfront Drive,Homestead,Pennsylvania,15120,-79.902539,40.4000594,4/13/2021,https://www.gianteagle.com/covidvaccine,1-412-462-5359,,,Yes,
Giant Eagle Pharmacy-6386,1700 New Butler Rd.,New Castle,Pennsylvania,16101,-80.311466,40.985448,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-64,3812 O'Neil blvd,Mc Keesport,Pennsylvania,15132,-79.832331,40.347575,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-65,4110 Brighton Rd.,Pittsburgh,Pennsylvania,15212,-80.04368,40.489769,4/13/2021,https://www.gianteagle.com/covidvaccine,412-761-1133,,,Yes,
Giant Eagle Pharmacy-66,2650 Constitution Blvd.,Beaver Falls,Pennsylvania,15010,-80.379393,40.7757,4/13/2021,https://www.gianteagle.com/covidvaccine,724-843-3922,,,Yes,
Giant Eagle Pharmacy-67,8080 McIntyre Square Drive,Pittsburgh,Pennsylvania,15237,-80.018394,40.55701,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-68,5990 UNIVERSITY BLVD,Coraopolis,Pennsylvania,15108,-80.217714,40.520301,4/13/2021,https://www.gianteagle.com/covidvaccine,1-412-269-0254,,,Yes,
Giant Eagle Pharmacy-69,9001 Frankstown Road,Pittsburgh,Pennsylvania,15235,-79.86468,40.461505,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-70,4007 Washington Rd,Canonsburg,Pennsylvania,15317,-80.128583,40.268557,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-71,181 Sophira Lane,Altoona,Pennsylvania,16602,-78.38731,40.485138,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-72,910 Freeport Rd.- Waterworks,Pittsburgh,Pennsylvania,15238,-79.891718,40.486677,4/13/2021,https://www.gianteagle.com/covidvaccine,412-781-6605,,,Yes,
Giant Eagle Pharmacy-73,9901 Mountain View Dr,West Mifflin,Pennsylvania,15122,-79.940744,40.343294,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-74,1165 McKinney Ln,Pittsburgh,Pennsylvania,15220,-80.035517,40.423528,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-75,1600 W State St,Baden,Pennsylvania,15005,-80.23605,40.654697,4/13/2021,https://www.gianteagle.com/covidvaccine,724-869-8420,,,Yes,
Giant Eagle Pharmacy-77,254 Yost Blvd.,Pittsburgh,Pennsylvania,15221,-79.854621,40.41342,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-78,230 Rodi Rd.,Penn Hills,Pennsylvania,15235,-79.8242,40.462905,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-79,510 Marwalt Lane,Roaring Spring,Pennsylvania,16673,-78.391706,40.329967,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-8,200 Tarentum Bridge Road,New Kensington,Pennsylvania,15068,-79.750922,40.590279,4/13/2021,https://www.gianteagle.com/covidvaccine,724-339-4940,,,Yes,
Giant Eagle Pharmacy-80,40 White St,Brookville,Pennsylvania,15825,-79.084019,41.159862,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-81,5142 State Route 30,Greensburg,Pennsylvania,15601,-79.497297,40.302208,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-82,1050 Mt Laurel Plaza,Latrobe,Pennsylvania,15650,-79.388751,40.283629,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-84,100 N MAIN ST,Du Bois,Pennsylvania,15801,-78.767483,41.123176,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-88,110 S. Martin St,Titusville,Pennsylvania,16354,-79.671506,41.626105,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-8991,600 Lindbergh Drive,Coraopolis,Pennsylvania,15108,-80.214169,40.498425,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,No,
Giant Eagle Pharmacy-9,State Routes 30 & 66,Greensburg,Pennsylvania,15601,-79.5347388,40.3044978,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-91,318 Cedar Ave,Pittsburgh,Pennsylvania,15212,-80.000886,40.451031,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
Giant Eagle Pharmacy-94,3113 Green Garden Rd,Aliquippa,Pennsylvania,15001,-80.304853,40.60019,4/13/2021,https://www.gianteagle.com/covidvaccine,724-378-8896,,,Yes,
Giant Eagle Pharmacy-95,18511 Smock Highway,Meadville,Pennsylvania,16335,-80.167041,41.620104,4/13/2021,https://www.gianteagle.com/covidvaccine,,,,Yes,
GIANT PHARMACY-6005,6560 CARLISLE PIKE,MECHANICSBURG,PA,17050,-77.030004,40.246196,4/13/2021,https://www.giantfoodstores.com/covid-19vaccine,,,,No,
Glendale Area Medical Association Inc,850 Main Street,Coalport,Pennsylvania,16627,-78.534927,40.747707,4/13/2021,https://www.glendale-medical.com/,814-672-5141,100,4/9/2021,No,
Green Street Primary Care,2000 Green Street,Farrell,Pennsylvania,16121,-80.472048,41.209715,4/13/2021,https://primary-health.net/COVID-Vaccine-Clinic.aspx,724-342-6900,100,4/9/2021,No,
Grove City Medical Center,631 NORTH BROAD STREET EXT.,Grove City,Pennsylvania,16127,-80.083247,41.170696,4/13/2021,https://www.ahn.org/coronavirus/independent-health-care-workers.html,,1170,4/9/2021,No,
Guthrie Clinic Wellsboro,110 Plaza Lane,Wellsboro,Pennsylvania,16901,-77.281927,41.744632,4/13/2021,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment,570-724-4241,200,4/9/2021,No,
Haydens Pharmacy,505 NORTH FOURTH STREET,Youngwood,Pennsylvania,15697,-79.578643,40.238781,4/13/2021,https://WWW.HAYDENSPHARMACY.COM,724-925-1400,1170,4/9/2021,No,
Hazle Drugs,1 East Broad Street,Hazleton,Pennsylvania,18201,-75.973859,40.954103,4/13/2021,https://www.hazledrugs.com,570-454-2476,300,4/9/2021,No,
Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,-80.32435,40.710427,4/13/2021,https://www.heritagevalley.org/pages/covid19vaccine,724-770-7555,3510,4/9/2021,No,
Highlands Hospital,401 East Murphy Ave,Connellsville,Pennsylvania,15425,-79.586205,40.023305,4/13/2021,http://www.highlandshospital.org/,724-603-2648,1170,4/9/2021,No,
Highlnds Hlth Laurel Highlnds Free Cha,"315 Locust St, 2nd Floor",Johnstown,Pennsylvania,15901,-78.920942,40.327423,4/13/2021,http://www.highlandshealthclinic.com/,814-534-6242,1170,4/9/2021,No,
Hillcrest Pharm Compounding of Lanc,3985 Columbia Ave,Columbia,Pennsylvania,17512,-76.45345,40.03683,4/13/2021,https://www.HillcrestLancaster.com,717-283-1184,100,4/9/2021,No,
Holly Pharmacy,31 N. Baltimore Avenue,Mount Holly Springs,Pennsylvania,17065,-77.189271,40.115331,4/13/2021,https://covid-19schedulinglink.as.me/vaccine,717-323-8230,1170,4/9/2021,No,
Holy Redeemer Hospital and Med Center,1648 Huntingdon Pike,Meadowbrook,Pennsylvania,19046,-75.081162,40.108997,4/13/2021,,215-344-9490,1170,4/9/2021,No,
Hometown Health Care of NEPA Inc.,921 Drinker Turnpike,Moscow,Pennsylvania,18444,-75.514343,41.310335,4/13/2021,https://www.facebook.com/HometownHealthNEPA,570-795-9795,1170,4/9/2021,No,
Horsham Square Pharmacy,575 Horsham Road,Horsham,Pennsylvania,19044,-75.145763,40.18809,4/13/2021,https://WWW.HORSHAMSQUAREPHARMACY.COM,215-674-5050,,,No,
Hyndman Area Health Center,144 5th Avenue,Hyndman,Pennsylvania,15545,-78.716846,39.81718,4/13/2021,https://www.hyndmanhealth.org/,814-263-5804,500,4/9/2021,No,
Hyndman Area Health Center Bedford,104 Railroad Street,Bedford,Pennsylvania,15522,-78.503077,40.021906,4/13/2021,https://www.hyndmanhealth.org/,814-263-5804,500,4/9/2021,No,
Hyndman Area Health Center-Johnstown,203 College Park Plaza,Johnstown,Pennsylvania,15904,-78.848915,40.277022,4/13/2021,https://www.hyndmanhealth.org/,814-263-5804,500,4/9/2021,No,
ICP Inc.,175 Canal St.,Sharpsville,Pennsylvania,16150,-80.471359,41.269101,4/13/2021,http://www.icppharm.com/,1-800-228-8278,,,Yes,
INDIANA REGIONAL MEDICAL CENTER,835 HOSPITAL ROAD,Indiana,Pennsylvania,15701,-79.158805,40.608616,4/13/2021,https://www.irmc.org/vaccine,724-357-7075 press #8,1170,4/9/2021,No,
INNOVATIVE PHARMACY,2014 FORD ROAD,Bristol,Pennsylvania,19007,-74.896733,40.117073,4/13/2021,http://www.ip-rx.com/experience-ippc.aspx,877-731-5786,,,No,
Integrated Health 21,2403 SIDNEY STREET SUITE 220,Pittsburgh,Pennsylvania,15203,-79.970795,40.429159,4/13/2021,https://integratedhealth21.com/covid19demo/,412-481-1644,1000,4/9/2021,No,
Jaisohn Medical Center,51 Medical Campus Drive,Lansdale,Pennsylvania,19446,-75.268306,40.250518,4/13/2021,,215-997-2101,500,4/9/2021,No,
JC Blair Med Srvs-Primary Care Ctr,790 Bryan Street,Huntingdon,Pennsylvania,16652,-78.011661,40.493306,4/13/2021,https://www.phhealthcare.org/location/hospitals/penn-highlands-huntingdon-591,814-643-8484,200,4/9/2021,No,
Johnsons Pharmaceutical Srvs-W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,-79.936728,40.336064,4/13/2021,https://johnsonspharmacy.net/,1-888-349-9499,,,Yes,
Keystone Community Health Services,111 Chambers Hill Drive,Chambersburg,Pennsylvania,17201,-77.655263,39.936585,4/13/2021,https://keystonehealth.org/coronavirus-covid-19-information/,717-709-7979,500,4/9/2021,No,
Keystone First Wellness Center,1929 W. Ninth Street,Chester,Pennsylvania,19013,-75.3731547,39.8476686,4/13/2021,https://delcopa.gov/vax,484-276-2100,,,No,
KRHC-Cameron County HC-MAIN,90 East 2nd Street,Emporium,Pennsylvania,15834,-78.23554,41.510226,4/13/2021,http://www.keystoneruralhealth.com/,1-814-486-1115,100,4/9/2021,No,
KRHC-Mountain Top Area Med Center,402 East Sycamore Road,Snow Shoe,Pennsylvania,16874,-77.941269,41.02667,4/13/2021,http://www.keystoneruralhealth.com/mt_top.html,814-486-1115,100,4/9/2021,No,
KRHC-Ridgway Medical Center,49 Ridgmont Dr,Ridgway,Pennsylvania,15853,-78.743604,41.435018,4/13/2021,www.keystoneruralhealth.com,814-245-2119,100,4/9/2021,No,
Lansdale Hospital,100 Medical Campus Drive,Lansdale,Pennsylvania,19446,-75.270913,40.25076,4/13/2021,https://jefferson.co1.qualtrics.com/jfe/form/SV_eaFnRURFGL4npsx?utm_source=cv19banner,,300,4/9/2021,No,
LC Com VC Ctr,Park City Mall,Lancaster,Pennsylvania,17601,-76.334351,40.066926,4/13/2021,https://vaccinatelancaster.org/162/Lancaster-Co-Community-Vaccination-Cente,717-588-1020,21060,4/9/2021,No,
LCH La Comunidad Hispana,731 West Cypress Street,Kennett Square,Pennsylvania,19348,-75.723583,39.844087,4/13/2021,,610-444-7550,300,4/9/2021,No,
Lebanon Community Health Center,920 Church St,Lebanon,Pennsylvania,17046,-76.427713,40.34447,4/13/2021,https://lancasterhealthcenter.org/services/covid-19-vaccine-information/,1-844-905-1250,200,4/9/2021,No,
Lebanon County Coronavirus Vaccination Center,1745 Quentin Road,Lebanon,Pennsylvania,17042,-76.4277271,40.3172559,4/13/2021,https://www.lcdes.org,1-800-551-9816 (CNS) or 1-855-851-3641 (Wellspan),,,No,
Lehigh Valley Health Network,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,-75.518762,40.56676,4/13/2021,https://www.LVHN.org/vaccines,833-584-6283,17850,4/9/2021,No,
LGH-Lancaster General Hospital,555 North Duke Street,Lancaster,Pennsylvania,17603,-76.336775,40.029486,4/13/2021,http://lghealth.org/vaccine,717-544-5700,1000,4/9/2021,No,
LVRX Pharmacy,211 South Market Street,Ligonier,Pennsylvania,15658,-79.239231,40.24189,4/13/2021,https://www.lvrxpharmacy.com/,724-708-5358,100,4/9/2021,No,
Mainline Pharmacy-Hastings,317 Beaver St.,Hastings,Pennsylvania,16646,-78.713076,40.664633,4/13/2021,https://mainlinepharmacy.com/,724-459-7400,1170,4/9/2021,No,
Mauch Chunk Pharmacy,1204 North Street,Jim Thorpe,Pennsylvania,18229,-75.726208,40.881724,4/13/2021,https://covid-19schedulinglink.as.me/vaccine,717-323-8230,1000,4/9/2021,No,
Meadville Medical Center,751 Liberty Street,Meadville,Pennsylvania,16335,-80.146296,41.641636,4/13/2021,,814-373-2986,1170,4/9/2021,No,
Means-Lauf Super Drug,265 Allegheny Blvd,Brookville,Pennsylvania,15825,-79.098417,41.175316,4/13/2021,https://meanslauf.com/wait-list,814-849-7504,500,4/9/2021,No,
Med-Fast Pharmacy,2003 Sheffield Road,Aliquippa,Pennsylvania,15001,-80.275505,40.607547,4/13/2021,https://medfast.com/company/pharmacy-locations/homecare/,1-800-673-1572,,,Yes,
MEMORIAL HOSPITAL PHARMACY,1701 Innovation Drive,York,Pennsylvania,17408,-76.769055,39.98237071,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,1000,4/9/2021,No,
Mercy Catholic Medical Center,1500 Lansdowne Ave.,Darby,Pennsylvania,19023,-75.267011,39.916301,4/13/2021,https://www.trinityhealthma.org/covid-19/vaccine-request. ,610-237-5785,600,4/9/2021,No,
Metro Community Health Center,1789 South Braddock  Avenue,Pittsburgh,Pennsylvania,15218,-79.887236,40.423971,4/13/2021,https://metrocommunityhealthcenter.org/,1-412-247-2310,900,4/9/2021,No,
MHEDS-PEACH ST,2928 Peach Street,Erie,Pennsylvania,16508,-80.076532,42.107119,4/13/2021,http://www.mheds.org/news,814-860-6313,100,4/9/2021,No,
Middle Hill District Point of Dispensing,2200 Wylie Avenue,Pittsburgh,Pennsylvania,15219,-79.976503,40.445973,4/13/2021,https://vax4.alleghenycounty.us/patient/s/,Call 2-1-1,,,No,
Millcreek Manor Pharmacy,5535 Peach St,Erie,Pennsylvania,16509,-80.093434,42.073007,4/13/2021,https://lecomhealth.com/coronavirus/,814-868-3888,,,No,
MLHC-Lankenau Medical Center,100 E LANCASTER AVE,Wynnewood,Pennsylvania,19096,-75.259244,39.990498,4/13/2021,https://www.mainlinehealth.org/conditions-and-treatments/conditions/covid-19,484-580-1919,2340,4/9/2021,No,
MLHC-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,-75.499805,40.042166,4/13/2021,https://www.mainlinehealth.org/conditions-and-treatments/conditions/covid-19,484-580-1919,2000,4/9/2021,No,
Monongahela Valley Hospital,1163 Country Club Road,Monongahela,Pennsylvania,15063,-79.916189,40.181588,4/13/2021,https://www.monvalleyhospital.com/covid19-vaccine-request.asp,724-258-1890,1170,4/9/2021,No,
Montgomery County Office of Public Health Vaccination Clinics,2522 West Moreland Road,Willow Grove,Pennsylvania,19090,-75.120591,40.143306,4/13/2021,https://vaccine.montcopa.org/,833-875-3967,,,No,
Montgomery County Office of Public Health Vaccination Clinics,1900 Eagle Drive,Norristown,Pennsylvania,19401,-75.335554,40.124393,4/13/2021,https://vaccine.montcopa.org/,833-875-3967,,,No,
Montgomery County Office of Public Health Vaccination Clinics,340 Dekalb Pike,Blue Bell,Pennsylvania,19422,-75.277759,40.179364,4/13/2021,https://vaccine.montcopa.org/,833-875-3967,,,No,
MOUNT NITTANY MEDICAL CENTER,PHARMACY DEPT,State College,Pennsylvania,16803,-77.847578,40.821071,4/13/2021,https://www.mountnittanycoronavirus.org/,,1170,4/9/2021,No,
NCS Pharmacy,100 E Main St,Lititz,Pennsylvania,17543,-76.304256,40.156657,4/13/2021,http://www.ncspharmacy.com/,717-509-6259,1370,4/9/2021,No,
Norristown Hlth Cntr-Montgomery County,1430 DeKalb Street,Norristown,Pennsylvania,19404,-75.332736,40.123765,4/13/2021,https://www.montcopa.org/3660/COVID-19-Vaccine,833-875-3967,11550,4/9/2021,No,
North Penn Comprehensive Health Services,7 Water St,Wellsboro,Pennsylvania,16901,-77.301368,41.749396,4/13/2021,https://laurelhc.org/index.php/coronavirus-covid19,1-833-528-7354,200,4/9/2021,No,
North Side Christian Health Center,816 Middle Street,Pittsburgh,Pennsylvania,15212,-79.999438,40.454979,4/13/2021,https://www.ahn.org/coronavirus.html,412-321-4001,500,4/9/2021,No,
Noxen Medical Center,2888 SR 29 S # 2,Noxen,Pennsylvania,18636,-76.059938,41.418797,4/13/2021,,570-704-4234,100,4/9/2021,No,
Oak Valley Medical and Dental PC,103 New Meadow Run Dr,Farmington,Pennsylvania,15437,-79.5540536,39.8021583,4/13/2021,,724-329-8689,200,4/9/2021,No,
Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,Russellton,Pennsylvania,15076,-79.833717,40.617642,4/13/2021,,724-265-1632,200,4/9/2021,No,
Passport Health,847 Easton Rd,Warrington,Pennsylvania,18976,-75.136486,40.237544,4/13/2021,,215-491-1111,200,4/9/2021,No,
Penn Highlands DuBois,100 Hospital Ave,Du Bois,Pennsylvania,15801,-78.774852,41.113923,4/13/2021,https://www.phhealthcare.org/about/covid-19-vaccines-at-penn-highlands,814-503-4735,1170,4/9/2021,No,
Penn Medicine Radnor,145 King of Prussia Road,Radnor,Pennsylvania,19087,-75.355811,40.039895,4/13/2021,https://delcopa.gov/vax,484-276-2100,,,No,
Penn State Health Cmty Vax Site-Berks,2400 Bernville Road,Reading,Pennsylvania,19605,-75.971319,40.374529,4/13/2021,https://vaccine-scheduler.pennstatehealth.org/s/,,2300,4/9/2021,No,
Penn State Health Cmty Vax Site-Dauphin,30 E Granada Ave,Hershey,Pennsylvania,17033,-76.646815,40.285427,4/13/2021,https://vaccine-scheduler.pennstatehealth.org/s/,,2400,4/9/2021,No,
Perry Physicians PC,4570 Valley Rd,Shermans Dale,Pennsylvania,17090,-77.158221,40.319183,4/13/2021,http://www.perryphysicians.com/,717-582-2090,100,4/9/2021,No,
Pharmerica Greensburg,4000 Hempfield Plaza Blvd,Greensburg,Pennsylvania,15601,-79.581891,40.310044,4/13/2021,,724-836-8412,,,Yes,
PHARMSCRIPT OF PA LLC,200 W Kensinger Drive,Cranberry Twp,Pennsylvania,16066,-80.116997,40.711302,4/13/2021,,908-389-1818,,,Yes,
PHN-Altoona Community Health Center,1701 12th Avenue,Altoona,Pennsylvania,16601,-78.40748,40.513032,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Autumn Street Health Center,99 Autumn Street,Aliquippa,Pennsylvania,15001,-80.317221,40.636026,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Clarion Community Health Center,30 Pinnacle Drive,Clarion,Pennsylvania,16214,-79.369825,41.199305,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Ebensburg Health Center,152 Zeman Drive,Ebensburg,Pennsylvania,15931,-78.758879,40.466036,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Greenville Community Health Center,348 Main Street,Greenville,Pennsylvania,16125,-80.379156,41.408339,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Lewistown Community Health Center,106 Derry Heights,Lewistown,Pennsylvania,17044,-77.584333,40.59601,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Mercer Primary Care,737 Greenville Road,Mercer,Pennsylvania,16137,-80.246994,41.246454,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Oil City Health Center,811 Grandview Road,Oil City,Pennsylvania,16301,-79.688348,41.441276,4/13/2021,https://www.primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Schuylkill Community Health Center,210 Sunbury Street,Minersville,Pennsylvania,17954,-76.260883,40.691099,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Sharon Medical Group Pediatrics,63 Pitt Street,Sharon,Pennsylvania,16146,-80.507928,41.233798,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,200,4/9/2021,No,
PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,-80.507928,41.233798,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Titusville Community Health,120 South Martin St,Titusville,Pennsylvania,16354,-79.671509,41.625757,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
PHN-Wayne Primary Care,650 East Avenue,Erie,Pennsylvania,16503,-80.062795,42.13719,4/13/2021,https://primary-health.net/covid-vaccine-clinic.aspx,724-699-9211,100,4/9/2021,No,
Phoebe Services Pharmacy-Allentown,6520 Stonegate Dr,Allentown,Pennsylvania,18106,-75.60687,40.595852,4/13/2021,,610-794-5380,,,Yes,
Phoebe Services Pharmacy-Colmar,311 Bethlehem Pike,Colmar,Pennsylvania,18915,-75.259728,40.275693,4/13/2021,,610-794-4250,,,Yes,
Phoebe Services Pharmacy-East Petersburg,1110 ENTERPRISE ROAD,East Petersburg,Pennsylvania,17520,-76.351181,40.097349,4/13/2021,,717-925-2380,,,Yes,
Phoebe Services Pharmacy-Lititz,1001 East Oregon Rd,Lititz,Pennsylvania,17543,-76.266864,40.11317,4/13/2021,,717-581-3950,,,Yes,
PHS-UPMC Pinnacle Carlisle Employee Hlth,361 Alexander Spring Rd,Carlisle,Pennsylvania,17015,-77.223062,40.1847,4/13/2021,https://vaccine.upmc.com/,1-844-876-2822,500,4/9/2021,No,
Pike County Vaccination Clinic,135 Pike County Blvd.,Lords Valley,Pennsylvania,18428,-75.073496,41.390925,4/13/2021,https://news.pikepa.org/post/2021/01/04/pike-county-vaccine-info,570-775-5550,,,No,
Pittsburgh Mercy Family Health Center,249 South 9th Street,Pittsburgh,Pennsylvania,15203,-79.989808,40.43065,4/13/2021,https://www.pittsburghmercy.org/,412-697-3260,1000,4/9/2021,No,
Price Chopper Pharmacy #185,16750 PA STATE RT 706,Montrose,Pennsylvania,18801,-75.912335,41.834991,4/13/2021,https://www.pricechopper.com/covidvaccine,,,,Yes,
Price Chopper Pharmacy-135,1228 O'Neill Highway,Dunmore,Pennsylvania,18512,-75.619641,41.435367,4/13/2021,https://pricechopper.com/covidvaccine,,,,Yes,
Price Chopper Pharmacy-173,1026 Wyoming Avenue,Wyoming,Pennsylvania,18644,-75.853017,41.301072,4/13/2021,https://pricechopper.com/covidvaccine,,,,Yes,
Price Chopper Pharmacy-202,1025 Pennsylvania Avenue,Matamoras,Pennsylvania,18336,-74.70887,41.360961,4/13/2021,https://pricechopper.com/covidvaccine,,,,Yes,
Price Chopper Pharmacy-222,245 Wilkes-Barre Twp Blvd,Wilkes Barre,Pennsylvania,18702,-75.861787,41.239142,4/13/2021,https://pricechopper.com/covidvaccine,,,,Yes,
